landkreis_id,landkreis,benzin_euro1,benzin_euro2,benzin_euro3,benzin_euro4,benzin_euro5,benzin_euro6,benzin_euro6d,benzin_euro6dt,benzin_sonstigeemissionsgruppen,diesel_euro1,diesel_euro2,diesel_euro3,diesel_euro4,diesel_euro5,diesel_euro6,diesel_euro6d,diesel_euro6dt,diesel_sonstigeemissionsgruppen,elektro_euro1,elektro_euro2,elektro_euro3,elektro_euro4,elektro_euro5,elektro_euro6,elektro_euro6dt,elektro_sonstigeemissionsgruppen,gas_euro1,gas_euro2,gas_euro3,gas_euro4,gas_euro5,gas_euro6,gas_euro6d,gas_euro6dt,gas_sonstigeemissionsgruppen,hybrid_euro1,hybrid_euro2,hybrid_euro3,hybrid_euro4,hybrid_euro5,hybrid_euro6,hybrid_euro6d,hybrid_euro6dt,hybrid_sonstigeemissionsgruppen,pih_euro2,pih_euro3,pih_euro4,pih_euro5,pih_euro6,pih_euro6d,pih_euro6dt,pih_sonstigeemissionsgruppen,sonstigeantriebe_euro1,sonstigeantriebe_euro2,sonstigeantriebe_euro3,sonstigeantriebe_euro4,sonstigeantriebe_euro5,sonstigeantriebe_euro6,sonstigeantriebe_euro6dt,sonstigeantriebe_sonstigeemissionsgruppen,anzahl_kfz,benzin,diesel,elektro,gas,hybrid,pih,sonstigeantriebe,euro1,euro2,euro3,euro4,euro5,euro6,euro6d,euro6dt,sonstigeemissionsgruppen,vee,anzahl_personen,unfaelle_je_10k_kfz,anzahl_kfz_je_person
3154,"Helmstedt, Landkreis",656,2930,1637,10259,8369,9054,50,2296,699,105,717,1723,2800,6698,5630,22,768,203,0,0,0,0,0,0,0,140,6,60,56,274,104,55,0,4,7,0,0,0,8,33,96,8,92,0,0,0,0,3,63,5,29,6,0,0,0,0,3,0,0,3,55671,35950,18666,140,566,237,106,6,767,3707,3416,13341,15210,14898,85,3189,1058,24035,87,60.0,0.639896551724138
3155,"Northeim, Landkreis",982,4891,3565,18585,12649,12570,49,3652,1522,149,979,2668,4762,9714,7325,26,1582,301,0,0,0,0,0,0,0,157,8,77,92,420,151,75,0,11,2,0,0,0,17,45,116,1,161,0,0,0,0,6,46,1,24,0,0,0,0,6,14,0,0,1,87402,58465,27506,157,836,340,77,21,1139,5947,6325,23790,22579,20132,77,5430,1983,23006,130,50.3,0.6723230769230769
3157,"Peine, Landkreis",814,4927,3472,18776,12845,11732,41,3085,1011,114,1016,2573,4836,9436,6509,26,883,260,0,0,0,0,0,0,0,168,9,140,137,583,178,58,0,12,9,0,0,0,18,58,153,4,121,1,0,0,0,0,100,1,42,0,0,0,0,4,6,0,0,1,84159,56703,25653,168,1126,355,143,11,937,6083,6182,24217,22523,18552,72,4143,1450,23076,130,52.5,0.6473769230769231
3158,"Wolfenbüttel, Landkreis",761,3756,2724,15265,12033,11781,10,2992,1027,122,893,2131,3832,8600,6144,20,868,218,0,0,0,0,0,0,0,163,7,95,79,408,159,85,0,15,6,0,0,0,20,72,156,13,116,0,0,0,0,4,49,0,36,0,0,0,0,7,8,0,0,1,74676,50349,22828,163,854,377,89,16,890,4744,4934,19532,20876,18215,43,4027,1415,23319,118,54.4,0.6328474576271187
3159,"Göttingen, Landkreis",2222,9684,7280,38551,27141,27036,69,7043,3241,310,2195,5513,9638,19911,16028,93,2915,746,0,0,0,0,0,0,0,386,8,167,151,820,303,201,0,98,5,0,1,0,48,185,590,19,448,0,0,0,0,16,144,6,100,0,0,0,0,8,16,2,0,0,183338,122267,57349,386,1753,1291,266,26,2540,12047,12944,49065,47572,44001,187,10604,4378,21673,321,65.2,0.5711464174454829
3241,"Region Hannover, Landkreis",6696,31946,24914,123220,86677,88855,251,24959,7910,746,5529,15134,28050,56112,54151,342,13428,1538,0,0,0,0,0,0,0,1534,42,671,729,3135,1107,575,0,127,48,0,1,2,224,822,2079,66,1896,3,0,0,1,38,581,12,486,1,1,0,1,43,64,5,0,20,584772,395428,175030,1534,6434,5093,1119,134,7485,38147,40780,154673,144820,146246,671,40896,11054,22325,1139,80.8,0.5134082528533802
3251,"Diepholz, Landkreis",1212,6767,5970,30835,20670,18917,45,4816,1768,221,1784,4621,8324,17048,11897,88,1976,459,0,0,0,0,0,0,0,297,10,169,190,756,267,129,0,17,8,0,1,0,32,191,445,11,368,0,0,0,0,9,88,1,82,0,0,0,0,11,19,0,0,2,140521,91000,46418,297,1546,1048,180,32,1443,8721,10781,39958,38204,31476,145,7259,2534,24495,213,64.5,0.6597230046948357
3252,"Hameln-Pyrmont, Landkreis",1178,5621,4383,20495,13471,12912,43,3212,2476,158,1087,2804,4815,9346,6585,24,1054,412,0,0,0,0,0,0,0,198,11,101,136,480,151,83,0,27,6,0,0,0,24,154,217,15,176,0,0,0,0,5,77,0,61,0,0,0,0,8,9,0,0,0,92015,63791,26285,198,995,586,143,17,1347,6809,7323,25822,23136,19874,82,4530,3092,22691,147,61.0,0.6259523809523809
3254,"Hildesheim, Landkreis",1586,8373,6649,35483,25639,25039,49,6283,2033,261,1714,4329,8046,16741,12794,35,2246,435,0,0,0,0,0,0,0,336,9,152,176,794,266,112,0,23,7,0,0,0,51,234,436,8,336,0,0,0,0,9,128,7,76,0,0,0,0,12,11,0,0,1,160919,111134,46601,336,1539,1065,220,24,1856,10239,11154,44386,42900,38509,99,8964,2812,22177,271,61.7,0.5937970479704797
3255,"Holzminden, Landkreis",617,2673,2018,9473,6378,6564,28,1849,1101,117,518,1351,2363,4564,3622,13,599,186,0,0,0,0,0,0,0,63,4,72,71,248,77,52,0,8,6,0,0,0,13,28,66,3,53,0,0,0,0,1,26,1,17,0,0,0,0,6,3,1,0,0,44853,30701,13333,63,538,163,45,10,738,3263,3440,12103,11051,10331,45,2526,1356,22013,69,51.6,0.6500434782608696
3256,"Nienburg (Weser), Landkreis",748,4786,3521,17245,10604,8868,14,2113,952,150,1096,2901,5078,9639,6218,23,902,289,1,0,0,0,0,0,0,239,4,120,126,493,181,83,0,22,7,0,1,0,21,126,356,7,199,0,0,0,0,4,55,0,41,0,0,0,0,5,10,0,0,0,77248,48851,26296,240,1036,710,100,15,903,6003,6548,22842,20564,15580,44,3277,1487,22123,116,52.6,0.6659310344827586
3257,"Schaumburg, Landkreis",1219,6290,4841,22552,15132,14134,30,3467,1762,142,1182,3052,5355,10731,7385,23,1191,315,0,0,0,0,0,0,0,220,12,141,157,646,198,74,0,13,11,0,0,1,23,114,347,8,206,0,0,0,0,7,73,0,42,1,0,0,0,8,10,0,0,2,101117,69427,29376,220,1252,699,123,20,1373,7613,8051,28584,26192,22013,61,4919,2311,22827,153,66.2,0.6608954248366014
3351,"Celle, Landkreis",1000,6133,4693,22979,15587,14628,9,3953,1288,226,1409,3684,6327,13518,9649,28,1837,376,0,0,0,0,0,0,0,202,6,126,159,547,186,75,0,8,9,0,0,0,22,102,202,5,242,0,0,0,0,9,84,1,81,0,0,0,0,11,11,0,0,1,109413,70270,37054,202,1116,573,175,23,1232,7668,8536,29886,29413,24638,43,6121,1876,21812,173,55.1,0.6324450867052023
3352,"Cuxhaven, Landkreis",988,6060,5386,26606,17514,16743,41,4033,1636,212,1884,4532,7982,16147,10615,53,1469,390,0,0,0,0,0,0,0,202,5,133,150,825,337,269,0,30,11,0,0,0,32,168,400,3,282,0,0,0,0,8,71,1,52,1,0,0,0,6,15,0,0,2,125294,79007,43284,202,1760,885,133,23,1205,8077,10068,35451,34189,28098,98,5866,2242,22819,195,52.3,0.6425333333333333
3353,"Harburg, Landkreis",1510,7006,5765,31678,24339,25146,37,6801,3086,361,2259,5382,8762,20159,15812,104,3006,720,0,0,0,0,0,0,0,432,9,116,171,659,330,185,0,37,20,0,2,0,65,286,816,24,562,0,0,0,0,14,177,3,98,1,0,0,0,14,21,1,0,2,165978,105368,56565,432,1527,1755,293,38,1880,9383,11318,41178,45149,42137,168,10504,4261,26483,251,54.6,0.6612669322709164
3354,"Lüchow-Dannenberg, Landkreis",369,2035,1523,6598,3642,3043,5,812,331,90,768,1578,2347,3909,2330,8,339,178,0,0,0,1,0,0,0,50,4,54,71,284,159,91,0,26,3,0,1,0,12,25,62,0,27,0,0,0,0,2,22,1,11,0,0,0,0,0,3,0,0,0,30814,18358,11547,51,692,127,36,3,463,2858,3172,9242,7740,5548,14,1215,562,21792,,55.3,
3355,"Lüneburg, Landkreis",876,4647,3941,20786,14814,14934,48,4058,1346,253,1542,3686,6021,12860,9613,39,1743,388,0,0,0,0,0,0,0,315,10,105,99,411,172,101,0,16,11,0,0,0,33,131,338,13,273,1,0,0,0,10,88,2,88,0,0,0,0,6,6,0,0,0,103824,65450,36145,315,925,789,188,12,1139,6294,7726,27257,27993,25074,102,6178,2061,22041,179,75.6,0.5800223463687151
3356,"Osterholz, Landkreis",628,3592,3294,16225,10858,10261,28,2429,826,130,923,2222,4009,8316,5845,45,866,223,0,0,0,0,0,0,0,201,7,113,118,478,162,83,0,15,8,0,0,0,19,75,139,3,108,0,0,0,0,8,59,1,40,0,0,0,0,4,10,0,0,0,72371,48141,22579,201,984,344,108,14,765,4628,5634,20735,19429,16387,77,3458,1258,24082,112,60.9,0.6461696428571428
3357,"Rotenburg (Wümme), Landkreis",875,5625,4100,22560,13889,12502,24,3397,1172,189,1806,4266,7698,15846,12998,83,2814,365,0,0,0,0,0,0,0,206,6,135,110,577,249,112,0,22,9,0,0,0,33,121,300,14,256,0,0,0,0,2,75,3,55,0,0,0,0,4,13,0,0,0,112511,64144,46065,206,1220,724,135,17,1070,7566,8476,30872,30120,25987,124,6544,1752,23845,162,64.2,0.6945123456790123
3358,Heidekreis,869,4787,3783,18513,11438,9934,15,2615,1946,189,1318,3268,5826,11834,8152,27,1241,361,0,0,0,0,0,0,0,144,4,113,130,493,217,78,0,25,9,0,0,0,25,55,133,13,155,0,0,0,0,4,63,1,53,0,0,0,0,2,8,1,0,0,87842,53900,32216,144,1069,381,121,11,1062,6218,7181,24859,23556,18361,56,4089,2460,21926,135,81.0,0.6506814814814815
3359,"Stade, Landkreis",983,5510,4724,25881,18689,17955,61,5224,1491,245,1766,4018,7118,15370,11082,92,2042,413,0,0,0,0,0,0,0,296,6,95,111,480,202,120,0,18,10,0,0,0,54,162,457,13,408,0,0,0,0,6,86,2,81,0,0,0,1,11,9,0,0,1,125293,80518,42146,296,1042,1094,175,22,1234,7371,8854,33544,34438,29700,168,7773,2211,24033,202,54.7,0.6202623762376238
3360,"Uelzen, Landkreis",509,2982,2144,12053,8140,8030,2,2326,588,118,886,2111,3271,6610,4691,47,910,229,0,0,0,0,0,0,0,105,6,59,47,230,78,39,0,11,4,0,0,0,20,54,122,1,108,0,0,1,0,2,51,1,29,0,0,0,0,3,4,0,0,1,56623,36774,18873,105,474,305,84,8,633,3927,4303,15577,14888,12933,51,3384,927,22382,,56.5,
3361,"Verden, Landkreis",761,3971,3326,18705,13019,11613,23,3275,1189,126,925,2554,4903,10658,7941,65,1452,232,0,0,0,0,0,0,0,161,11,87,111,407,158,103,0,24,9,0,0,0,22,80,175,2,234,0,0,0,0,3,64,2,41,0,0,1,0,8,8,0,0,0,86449,55882,28856,161,910,513,110,17,898,4984,5991,24045,23926,19896,92,5026,1591,24672,135,69.9,0.6403629629629629
3401,"Delmenhorst, kreisfreie Stadt",307,2238,2122,9882,6287,6261,7,1749,611,42,414,1250,2238,4158,2985,25,539,82,0,0,0,0,0,0,0,70,4,44,73,302,81,40,0,5,3,0,0,0,14,77,221,13,148,0,0,0,0,1,28,1,21,0,0,0,0,3,4,1,0,0,42351,29464,11733,70,552,473,51,8,353,2696,3445,12439,10608,9536,46,2462,766,19755,77,71.8,0.5500129870129871
3402,"Emden, kreisfreie Stadt",157,1106,981,5433,3794,3921,6,1051,224,38,257,696,1204,2496,2234,6,413,65,0,0,0,0,0,0,0,36,0,23,29,194,69,33,0,8,1,0,0,0,4,15,20,6,49,0,0,0,0,0,23,3,12,0,0,0,0,2,2,0,0,2,24613,16673,7409,36,357,94,38,6,195,1386,1706,6837,6376,6231,21,1533,328,19340,,70.8,
3403,"Oldenburg (Oldenburg), kreisfreie Stadt",870,4175,3500,17338,11957,12666,67,3548,1542,181,1008,2469,4626,10508,8945,98,2067,403,0,0,0,0,0,0,0,264,7,102,113,558,292,236,0,62,10,0,0,0,34,134,354,14,344,1,0,0,0,6,88,2,78,0,0,0,0,7,5,1,0,8,88688,55663,30305,264,1380,881,174,21,1058,5285,6082,22563,22902,22290,181,6099,2228,21000,166,99.2,0.5342650602409639
3404,"Osnabrück, kreisfreie Stadt",914,4361,3692,17351,11705,12329,108,3351,1180,70,651,2018,4272,8083,9477,125,2680,216,0,0,0,0,0,0,0,303,6,114,129,475,119,91,0,23,7,0,0,0,48,197,408,12,393,1,0,0,0,6,132,6,118,0,1,0,0,1,5,0,0,4,85182,54991,27592,303,964,1059,262,11,991,5126,5839,22147,20115,22437,251,6565,1711,21795,161,102.7,0.5290807453416149
3405,"Wilhelmshaven, kreisfreie Stadt",302,2180,2217,9246,6238,6272,34,1774,360,67,370,1148,1829,4004,2872,12,434,101,0,0,0,0,0,0,0,42,1,49,73,293,100,54,0,7,6,0,0,0,9,44,116,9,85,0,0,0,0,2,19,0,17,0,0,0,0,6,4,0,0,0,40396,28623,10837,42,583,263,38,10,370,2599,3438,11383,10392,9333,55,2317,509,19076,73,101.3,0.5533698630136986
3451,"Ammerland, Landkreis",640,3558,3136,16042,10984,10901,32,2621,1246,159,1117,2694,4825,10772,7828,47,1217,269,0,0,0,0,0,0,0,153,7,92,113,573,210,86,0,35,9,0,0,0,16,82,180,6,131,0,0,0,0,2,42,0,49,0,0,0,0,8,17,0,0,1,79900,49160,28928,153,1125,415,93,26,806,4767,5943,21464,22067,19037,85,4053,1678,23520,123,68.3,0.6495934959349593
3452,"Aurich, Landkreis",968,5918,4845,25283,16230,15466,57,3872,1281,216,1755,4086,7056,14655,10086,33,1349,397,0,0,0,0,0,0,0,241,9,174,227,1187,413,150,0,23,13,0,0,0,13,101,253,11,166,0,0,0,0,5,80,2,60,0,0,0,0,4,8,0,0,2,116695,73920,39633,241,2196,544,147,14,1193,7847,9158,33543,31412,26035,103,5470,1934,21539,188,68.3,0.6207180851063829
3453,"Cloppenburg, Landkreis",658,4104,3711,18872,10674,8895,18,2064,1359,160,1741,4523,9706,18460,11701,63,1512,465,0,0,0,0,0,0,0,136,6,116,144,717,258,72,0,12,30,0,0,0,8,54,120,1,157,1,0,0,0,3,48,1,53,0,0,0,0,3,10,0,0,0,100636,50355,48331,136,1355,341,105,13,824,5961,8378,29306,29459,20836,83,3798,1991,22731,170,68.2,0.5919764705882353
3454,"Emsland, Landkreis",1213,7025,6429,36814,24595,22402,36,5215,2029,264,2254,7004,15830,35068,25285,100,4186,548,0,0,0,0,0,0,0,288,23,285,352,1586,404,178,0,45,31,0,0,2,32,154,306,11,479,1,0,0,0,14,124,5,104,0,0,0,0,5,9,0,0,0,200735,105758,90539,288,2904,985,247,14,1500,9564,13787,54267,60244,48295,152,10029,2897,23224,320,63.2,0.627296875
3455,"Friesland, Landkreis",579,3465,2958,13782,9186,8843,28,2203,825,134,1000,2300,3707,8161,5737,32,776,257,0,0,0,0,0,0,0,124,11,113,135,603,185,80,0,36,6,0,0,0,11,56,181,6,133,0,0,0,0,6,34,0,11,1,0,0,0,8,11,0,0,1,65725,41869,22104,124,1169,387,52,20,724,4578,5393,18111,17605,14875,66,3159,1214,22286,,64.0,
3456,"Grafschaft Bentheim, Landkreis",551,3030,2848,14094,9624,9360,21,2135,748,113,925,3158,7279,14974,10643,54,1578,210,0,0,0,0,0,0,0,364,17,203,280,1021,300,131,0,29,19,0,0,0,23,94,173,2,214,0,0,0,0,9,75,2,51,0,0,0,0,4,6,0,0,1,84363,42411,38934,364,2000,506,137,11,681,4158,6286,22421,25007,20382,79,4007,1342,21955,134,75.8,0.6295746268656717
3457,"Leer, Landkreis",769,5310,4829,22676,13344,11926,40,2729,1011,189,1595,3966,7216,13981,9222,31,1169,381,0,0,0,0,0,0,0,173,9,190,261,1078,310,124,0,18,20,0,0,1,14,81,158,6,152,2,0,0,0,5,79,0,75,0,0,0,0,4,9,1,0,1,103155,62634,37750,173,2010,414,159,15,967,7095,9057,30988,27730,21510,77,4143,1588,20824,,61.2,
3458,"Oldenburg, Landkreis",669,3874,3305,16915,11390,10996,22,2686,1086,146,1046,2821,5525,11250,7950,49,1283,285,0,0,0,0,0,0,0,176,6,104,128,600,269,179,0,32,9,0,0,0,12,87,245,4,185,0,0,0,0,6,50,2,42,0,0,0,1,7,8,0,0,1,83451,50943,30355,176,1327,533,100,17,821,5024,6255,23059,23010,19420,77,4228,1557,24562,131,58.9,0.637030534351145
3459,"Osnabrück, Landkreis",2114,11973,9463,50213,32135,29746,97,7319,2767,272,2472,6977,14801,28952,21703,87,3526,668,0,0,0,0,0,0,0,418,18,335,321,1374,290,183,0,32,26,0,1,0,62,249,585,21,543,0,0,0,0,11,183,9,137,1,0,0,0,9,18,1,0,3,230115,145827,79458,418,2579,1461,341,31,2404,14781,16761,66459,61655,52401,214,11557,3883,23721,352,59.4,0.6537357954545454
3460,"Vechta, Landkreis",705,3633,3134,16862,10646,9387,25,2174,958,140,1108,3028,7051,14252,10764,76,1652,243,0,0,0,0,0,0,0,142,8,88,97,463,129,47,0,7,8,0,1,0,19,100,222,5,246,0,0,0,0,8,64,1,65,0,0,0,0,5,8,0,0,0,87571,47524,38314,142,847,593,138,13,853,4830,6259,24400,25143,20484,107,4144,1351,24081,140,58.7,0.6255071428571428
3461,"Wesermarsch, Landkreis",460,2583,2525,11299,7310,6768,26,1590,602,111,787,2061,3452,6857,4787,20,669,189,0,0,0,0,0,0,0,89,6,64,78,510,191,88,0,17,4,0,0,0,9,36,100,2,110,0,0,0,0,4,26,0,26,0,0,0,0,8,5,1,0,1,53471,33163,18933,89,958,257,56,15,577,3434,4664,15278,14403,11770,48,2412,885,22779,89,61.6,0.6007977528089887
3462,"Wittmund, Landkreis",374,1991,1574,7738,4793,4408,8,1105,527,73,563,1383,2372,4662,2999,15,355,133,0,0,0,0,0,0,0,42,1,42,70,407,97,32,0,4,7,0,0,0,5,24,86,1,68,0,0,0,0,3,11,1,19,0,0,0,1,0,3,0,0,0,35997,22518,12555,42,660,184,34,4,448,2596,3028,10522,9582,7536,25,1551,709,22230,,62.6,
4011,"Bremen, kreisfreie Stadt",2853,12360,11721,51500,33779,34504,170,10528,4787,375,2410,6680,12513,22856,23076,383,5842,914,0,0,0,0,0,0,0,650,24,269,315,1247,413,266,0,45,30,0,0,0,127,407,912,11,1192,2,0,0,0,15,208,14,284,0,0,1,2,14,18,0,0,7,243724,162202,75049,650,2609,2651,521,42,3252,15040,18718,65401,57488,58966,578,17891,6390,22588,,111.2,
4012,"Bremerhaven, kreisfreie Stadt",313,2426,2447,11630,7608,7602,26,2082,350,52,489,1497,2794,5108,4100,15,808,96,0,0,0,0,0,0,0,102,1,52,63,279,121,47,0,19,5,0,0,0,36,138,271,4,155,0,0,0,0,3,38,2,29,0,0,0,0,3,12,0,0,0,50823,34484,14959,102,587,604,72,15,366,2967,4007,14742,12990,12058,47,3093,553,18640,,119.2,
5111,"Düsseldorf, kreisfreie Stadt",4163,14088,12047,52980,38298,48632,324,17711,6666,255,2109,6528,12346,26040,45813,469,14260,840,0,0,0,0,0,0,0,1144,36,335,448,1411,475,479,0,130,50,0,1,1,130,569,1629,46,2349,0,0,0,0,22,538,12,860,0,0,0,0,13,32,2,0,12,314293,194909,108660,1144,3364,4725,1432,59,4454,16533,19024,66880,65436,97093,851,35310,8712,26736,611,86.8,0.5143911620294599
5112,"Duisburg, kreisfreie Stadt",2398,12923,13719,55785,34398,34793,199,9844,3560,122,1450,5774,11397,17815,16621,177,3520,536,0,0,0,0,0,0,0,278,28,550,809,2642,756,355,0,67,43,0,0,0,71,289,752,27,735,1,0,0,0,7,149,3,149,0,0,1,0,4,19,1,0,13,232780,167619,57412,278,5250,1875,308,38,2548,14924,20302,69899,53284,52671,406,14315,4431,17797,493,74.2,0.4721703853955375
5113,"Essen, kreisfreie Stadt",3055,14925,14525,63432,45218,50967,347,15771,3824,119,1632,5164,9958,20230,25531,347,7205,487,0,0,0,0,0,0,0,698,35,429,637,2211,715,454,0,134,44,0,0,0,100,370,1081,48,1212,0,0,0,0,13,496,6,577,0,0,0,0,20,21,1,0,4,292043,212064,70673,698,4659,2811,1092,46,3209,16986,20326,75721,66567,78530,748,24899,5057,21061,574,65.2,0.5087857142857143
5114,"Krefeld, kreisfreie Stadt",1300,6299,5805,26690,17118,18698,61,5356,1877,97,815,2868,5343,10461,10050,102,2424,265,0,0,0,1,0,0,0,216,19,202,295,1148,379,223,0,22,21,0,0,0,38,147,407,11,460,0,0,0,0,14,109,6,143,5,0,0,0,4,7,1,0,4,119511,83204,32425,217,2309,1063,277,16,1416,7316,8968,33224,28126,29488,180,8405,2388,21983,221,73.0,0.5407737556561086
5116,"Mönchengladbach, kreisfreie Stadt",1547,7429,7364,30622,20386,21596,72,6089,2156,123,946,3414,6812,12353,10821,124,2576,372,0,0,0,0,0,0,0,322,27,274,398,1267,389,210,0,48,28,0,2,0,56,193,400,6,412,1,0,0,0,4,114,3,160,0,0,0,0,12,12,0,0,5,139145,97261,37541,322,2641,1070,281,29,1697,8651,11176,38769,33337,33141,205,9285,2884,21422,257,71.1,0.541420233463035
5117,"Mülheim an der Ruhr, kreisfreie Stadt",1138,5088,4649,20530,15147,16639,121,4887,1484,61,620,1874,3478,7129,6990,38,1689,197,0,0,0,0,0,0,0,270,13,135,186,613,209,91,0,10,18,0,0,0,46,141,329,13,411,0,0,0,0,7,116,2,89,1,0,0,0,2,5,0,0,1,94467,69683,22076,270,1275,940,215,8,1212,5843,6709,24669,22638,24165,174,7086,1971,23762,168,51.5,0.5623035714285715
5119,"Oberhausen, kreisfreie Stadt",1215,6149,6069,26384,18298,19121,108,5360,1411,99,636,2194,4398,7865,7452,41,1558,239,0,0,0,0,0,0,0,135,10,192,299,1062,321,160,0,31,12,0,1,0,43,115,326,14,334,0,0,0,0,4,81,0,65,0,0,0,0,0,9,1,0,4,111816,84115,24482,135,2087,833,150,14,1324,6978,8562,31887,26612,27141,163,7348,1801,19304,209,63.6,0.5350047846889953
5120,"Remscheid, kreisfreie Stadt",569,2803,2548,12623,9858,11714,54,3466,986,43,341,1234,2681,5330,5187,30,1042,114,0,0,0,0,0,0,0,130,1,66,97,342,109,75,0,11,8,0,0,0,12,79,253,16,231,0,0,0,0,4,65,2,61,0,0,0,0,2,9,0,0,0,62196,44621,16002,130,709,591,132,11,613,3210,3879,15660,15389,17294,102,4811,1238,22649,109,49.6,0.570605504587156
5122,"Solingen, kreisfreie Stadt",1027,5051,4411,20328,13760,15179,96,8327,1616,82,669,2099,3806,7373,6487,61,2309,219,0,0,0,0,0,0,0,263,9,121,147,609,224,106,0,23,9,0,0,0,41,192,374,18,440,1,0,0,0,8,99,2,85,0,0,0,0,1,12,1,0,0,95685,69795,23105,263,1248,1066,194,14,1118,5841,6657,24785,21569,22246,177,11184,2108,23761,154,50.7,0.6213311688311688
5124,"Wuppertal, kreisfreie Stadt",1768,8908,8169,37901,26099,29547,128,8934,2661,143,1165,3720,7595,14425,13808,149,3539,417,0,0,0,0,0,0,0,536,18,223,347,1153,369,249,0,34,16,0,0,0,66,291,711,35,609,0,0,0,1,11,185,2,298,0,0,0,3,12,21,1,0,6,174273,124115,44961,536,2409,1712,497,43,1929,10296,12239,46728,41216,44501,314,13414,3636,21304,350,58.6,0.49792285714285717
5154,"Kleve, Landkreis",1661,8764,8778,37835,24814,23913,75,6263,2560,337,2339,7091,13446,25926,18304,91,2908,723,0,0,0,0,0,0,0,336,61,700,798,3179,926,359,0,64,63,0,0,0,48,217,502,19,450,1,0,0,0,17,155,2,139,0,0,0,0,13,12,0,0,4,193893,114663,71165,336,6150,1237,313,29,2059,11803,16667,54521,51912,43233,187,9824,3687,21973,304,61.6,0.6378059210526316
5158,"Mettmann, Landkreis",2909,14170,12493,61127,45084,50369,171,14743,4098,227,2061,6287,11857,26093,28707,257,6858,643,0,0,0,0,0,0,0,807,16,344,408,1658,628,454,0,102,34,0,0,0,109,565,1516,44,1414,5,0,0,0,23,355,4,380,0,0,0,0,10,22,0,0,2,297054,205164,82990,807,3644,3653,762,34,3152,16575,19188,74761,72415,81401,476,23497,5589,25973,480,67.4,0.6188625
5162,Rhein-Kreis Neuss,3359,12092,11267,54867,40876,46083,126,13240,7454,339,1783,6201,12032,24984,24700,200,6047,1132,0,0,0,0,0,0,0,741,40,405,465,1825,594,384,0,62,41,0,2,1,94,440,1229,40,1051,1,0,0,0,19,296,4,246,0,0,1,1,19,28,2,0,7,274820,189364,77418,741,3816,2858,565,58,3738,14283,17935,68837,66941,72694,370,20646,9376,25721,447,61.2,0.6148098434004474
5166,"Viersen, Landkreis",1980,9465,8747,39690,27409,28692,82,7118,3484,203,1597,4975,9759,19954,15597,135,2935,593,0,0,0,0,0,0,0,449,33,515,631,2307,753,389,0,75,59,0,0,0,49,191,460,10,445,0,0,0,0,12,128,2,126,1,0,1,1,9,30,0,0,2,189093,126667,55748,449,4762,1155,269,43,2216,11578,14354,51814,48349,45266,229,10699,4588,24163,291,53.6,0.6498041237113402
5170,"Wesel, Landkreis",2606,13724,13528,62544,43528,45022,256,12736,3347,278,2332,7063,13865,28525,22801,130,4226,615,0,0,0,0,0,0,0,537,41,661,859,3445,1121,568,0,90,58,0,1,0,72,293,863,33,816,1,0,0,0,8,275,3,204,0,1,0,0,6,28,2,0,5,287117,197291,79835,537,6843,2079,490,42,2926,16718,21450,79932,73503,69531,422,18072,4563,23005,453,58.0,0.6338123620309051
5314,"Bonn, kreisfreie Stadt",2494,8067,7071,31098,21290,23375,110,6789,3766,275,1273,3630,7495,14466,29220,279,8658,631,0,0,0,0,0,0,0,490,19,138,192,723,242,207,0,90,19,0,0,0,97,342,682,15,1375,2,0,0,0,20,226,2,354,0,0,0,0,10,14,0,0,3,175249,104060,65927,490,1630,2513,602,27,2788,9478,10893,39423,36374,53710,406,17266,4911,23661,325,57.4,0.5392276923076923
5315,"Köln, kreisfreie Stadt",5799,22685,21941,97529,63702,74888,544,34920,9008,418,3360,10683,20240,37920,48708,714,19794,1437,0,0,0,0,0,0,0,1547,68,581,695,2511,794,640,0,133,66,0,1,0,195,937,2924,119,3553,2,0,0,0,25,646,23,933,1,0,0,0,38,57,1,0,34,490814,331016,143274,1547,5488,7731,1628,130,6285,26627,33319,120513,103435,127807,1400,59333,12095,23316,1065,107.1,0.4608582159624413
5316,"Leverkusen, kreisfreie Stadt",992,4437,4077,19287,13391,14908,166,5560,1121,59,648,2090,4114,7395,7596,87,2224,207,0,0,0,0,0,0,0,186,10,97,125,563,165,165,0,46,6,0,0,0,30,170,537,53,446,0,0,0,0,5,106,1,122,0,0,0,1,2,10,0,0,2,91207,63939,24420,186,1177,1236,234,15,1061,5182,6293,23996,21136,23312,307,8398,1522,22549,161,70.9,0.5665031055900621
5334,"Städteregion Aachen, Landkreis",2825,13387,12960,58040,42972,48811,370,15382,4180,330,2279,6970,14210,28630,25636,267,5781,846,0,0,0,0,0,0,0,988,61,646,845,2733,841,630,0,90,83,1,0,0,97,392,1088,19,1142,1,0,0,1,29,304,4,310,0,0,1,2,15,26,0,0,7,294232,198927,84949,988,5929,2740,648,51,3217,16313,20777,75096,72890,76469,660,22705,6105,21151,547,74.8,0.5379012797074955
