landkreis_id,landkreis,benzin_euro1,benzin_euro2,benzin_euro3,benzin_euro4,benzin_euro5,benzin_euro6,benzin_euro6d,benzin_euro6dt,benzin_sonstigeemissionsgruppen,diesel_euro1,diesel_euro2,diesel_euro3,diesel_euro4,diesel_euro5,diesel_euro6,diesel_euro6d,diesel_euro6dt,diesel_sonstigeemissionsgruppen,elektro_euro1,elektro_euro2,elektro_euro3,elektro_euro4,elektro_euro5,elektro_euro6,elektro_euro6dt,elektro_sonstigeemissionsgruppen,gas_euro1,gas_euro2,gas_euro3,gas_euro4,gas_euro5,gas_euro6,gas_euro6d,gas_euro6dt,gas_sonstigeemissionsgruppen,hybrid_euro1,hybrid_euro2,hybrid_euro3,hybrid_euro4,hybrid_euro5,hybrid_euro6,hybrid_euro6d,hybrid_euro6dt,hybrid_sonstigeemissionsgruppen,pih_euro2,pih_euro3,pih_euro4,pih_euro5,pih_euro6,pih_euro6d,pih_euro6dt,pih_sonstigeemissionsgruppen,sonstigeantriebe_euro1,sonstigeantriebe_euro2,sonstigeantriebe_euro3,sonstigeantriebe_euro4,sonstigeantriebe_euro5,sonstigeantriebe_euro6,sonstigeantriebe_euro6dt,sonstigeantriebe_sonstigeemissionsgruppen,anzahl_kfz,benzin,diesel,elektro,gas,hybrid,pih,sonstigeantriebe,euro1,euro2,euro3,euro4,euro5,euro6,euro6d,euro6dt,sonstigeemissionsgruppen,vee,anzahl_personen,unfaelle_je_10k_kfz,anzahl_kfz_je_person
13004,"Schwerin, kreisfreie Stadt",265,1560,1778,9773,7351,6861,47,2160,249,55,429,1129,1931,4754,3782,48,904,76,0,0,0,0,0,0,0,69,2,28,39,190,62,58,0,13,2,0,0,0,25,84,148,9,193,0,0,0,0,4,24,0,37,0,0,0,0,4,20,0,0,0,44163,30044,13108,69,394,459,65,24,322,2017,2946,11923,12275,10873,104,3307,396,20710,94,81.8,0.4698191489361702
13071,"Mecklenburgische Seenplatte, Landkreis",1072,6311,6432,33278,22609,18857,79,4713,1542,187,1936,4862,8115,17208,12269,57,1955,330,0,0,0,0,0,0,0,129,7,82,124,476,167,95,0,15,4,0,0,0,48,211,443,23,335,0,0,0,0,5,58,2,57,0,0,0,0,6,35,1,0,0,144135,94893,46919,129,970,1060,122,42,1266,8329,11418,41923,40235,31723,161,7075,2005,20497,251,56.3,0.5742430278884462
13072,"Rostock, Landkreis",850,4705,4664,26350,19329,17274,44,4577,1304,167,1468,4105,7111,16590,12580,57,2045,277,0,0,0,0,0,0,0,168,5,98,83,454,173,80,0,16,11,0,0,0,46,171,352,26,275,0,0,0,0,10,80,5,78,0,0,0,0,8,36,2,0,2,125676,79097,44400,168,920,870,173,48,1022,6271,8852,33969,36309,30368,132,6991,1762,21911,209,59.5,0.6013205741626795
13073,"Vorpommern-Rügen, Landkreis",818,4669,4879,26959,20294,17489,87,4507,1370,139,1550,3933,6247,14718,11152,57,1627,253,0,0,0,0,0,0,0,154,4,61,57,384,175,93,0,23,5,0,0,0,50,198,376,17,288,0,0,0,0,7,68,1,51,0,0,0,0,10,22,0,0,2,122794,81072,39676,154,802,929,127,34,961,6280,8869,33650,35414,29178,162,6496,1784,20951,223,70.8,0.5506457399103138
13074,"Nordwestmecklenburg, Landkreis",617,3541,3467,19383,14398,12413,46,3213,1132,124,1131,2942,4933,11579,8180,32,1236,217,0,0,0,0,0,0,0,121,12,93,90,429,181,85,0,12,7,0,0,0,25,87,173,5,161,0,0,0,0,7,41,0,36,0,0,0,0,7,12,0,0,0,90168,58210,30374,121,909,451,84,19,753,4765,6499,24777,26264,20892,83,4658,1477,21164,155,64.8,0.5817290322580645
13075,"Vorpommern-Greifswald, Landkreis",1052,5829,5733,29644,20768,16936,47,4115,1196,158,1485,3901,6291,13981,10036,58,1394,262,0,0,0,0,0,0,0,117,3,91,99,434,155,89,0,15,5,0,0,0,44,194,403,15,296,0,0,0,0,5,62,0,32,1,0,0,0,11,32,1,0,0,124990,85320,37566,117,891,952,100,44,1213,7405,9733,36424,35135,27527,120,5852,1581,19667,233,74.3,0.5364377682403434
13076,"Ludwigslust-Parchim, Landkreis",961,5359,5347,28880,19235,15316,27,3410,1679,193,1715,4860,8242,17114,11412,37,1512,304,0,0,0,0,0,0,0,105,6,86,130,636,260,85,0,15,9,0,0,0,35,127,238,26,210,1,0,0,0,5,46,5,35,0,0,0,0,13,38,2,0,0,127716,80214,45389,105,1227,637,91,53,1160,7160,10337,37806,36779,27099,95,5182,2098,21663,210,59.7,0.6081714285714286
14511,"Chemnitz, kreisfreie Stadt",823,4595,5051,26783,22863,21609,175,6693,1291,84,875,2477,4554,11213,11435,87,2735,164,0,0,0,0,0,0,0,238,3,99,111,332,146,100,0,21,9,0,0,0,75,235,443,19,459,0,0,0,0,7,78,2,79,0,0,0,0,6,45,1,0,7,126022,89883,33624,238,821,1231,166,59,910,5569,7639,31750,34509,33666,283,9987,1709,20918,244,82.9,0.516483606557377
14521,Erzgebirgskreis,1544,7535,7874,45240,37894,34178,175,8362,2437,130,1628,4496,7949,20372,16851,72,2857,194,0,0,0,0,0,0,0,167,7,102,117,543,204,103,0,25,3,0,1,0,35,210,435,15,384,0,0,0,0,8,97,2,87,0,0,0,0,15,50,0,0,2,202400,145239,54549,167,1104,1080,194,67,1681,9266,12487,53782,58738,51664,264,11715,2803,20972,331,53.3,0.6114803625377644
14522,"Mittelsachsen, Landkreis",1462,7677,7905,42577,31217,25916,100,6337,2249,177,1775,4636,8052,19015,14789,55,2566,225,0,0,0,0,0,0,0,179,10,117,160,715,283,150,0,26,11,0,0,0,55,241,400,31,321,0,0,0,0,7,77,1,62,0,0,0,0,10,64,0,0,1,179651,125440,51290,179,1472,1048,147,75,1649,9569,12701,51409,50827,41332,187,9312,2665,21232,298,59.2,0.6028557046979865
14523,Vogtlandkreis,1191,5521,5188,30533,24500,22955,43,6086,2180,113,1116,3234,5032,13281,11864,40,2161,224,0,0,0,0,0,0,0,142,5,53,80,404,136,51,0,17,1,0,0,0,27,212,405,25,299,0,0,0,0,5,67,4,43,0,0,0,0,11,26,1,0,2,137278,98197,37065,142,747,968,119,40,1309,6690,8502,36007,38160,35343,112,8606,2549,21060,223,57.3,0.6155964125560538
14524,"Zwickau, Landkreis",1334,7141,7370,41913,34640,31909,89,8122,2523,138,1298,3664,6859,17304,15411,78,2769,223,0,0,0,0,0,0,0,267,6,113,131,578,232,107,0,23,3,0,1,0,50,275,424,21,533,1,0,0,0,6,108,8,85,0,0,0,0,15,59,0,0,1,185832,135041,47744,267,1193,1305,207,75,1478,8553,11165,49415,52516,47959,196,11532,3018,21691,313,56.2,0.5937124600638978
14612,"Dresden, kreisfreie Stadt",1835,9774,9704,49153,37541,36236,276,10775,2646,242,2020,4947,9059,21003,20991,187,5297,518,0,0,0,0,0,0,0,629,20,179,221,838,315,209,0,30,19,0,0,0,160,631,1296,71,1077,1,0,0,0,19,225,21,156,0,0,0,0,17,78,0,0,3,228419,157940,64264,629,1831,3236,421,98,2097,11973,14872,59227,59587,58957,555,17335,3816,21075,545,102.5,0.41911743119266054
14625,"Bautzen, Landkreis",1727,9617,8928,44154,29939,24761,86,6628,2502,158,1659,4805,8177,17704,13963,114,2565,259,0,0,0,0,0,0,0,207,4,132,178,761,195,90,0,23,2,0,0,0,51,293,496,47,380,0,0,0,0,3,85,3,81,0,0,0,0,16,71,1,0,2,180867,128342,49404,207,1385,1267,172,90,1889,11408,13911,53159,48205,39396,250,9677,2972,21431,295,61.4,0.6131084745762712
14626,"Görlitz, Landkreis",1451,8827,7959,38000,24742,19377,65,5020,1860,149,1358,3480,5908,11936,9390,47,1534,237,0,0,0,0,0,0,0,139,10,116,150,543,132,67,0,21,8,0,0,0,73,200,253,17,200,0,0,1,0,9,63,0,42,0,0,1,0,9,71,1,0,0,143466,107301,34039,139,1047,743,115,82,1610,10302,11590,44533,37090,29151,129,6817,2244,20038,245,61.7,0.5855755102040816
14627,"Meißen, Landkreis",1548,7739,6595,32504,21788,19178,96,4743,1901,148,1426,3876,6352,13618,11272,69,2025,225,0,0,0,0,0,0,0,185,7,93,120,472,144,111,0,19,10,0,0,1,59,287,555,27,392,0,0,0,0,2,62,3,56,0,0,0,0,15,52,0,0,0,137775,96092,39011,185,976,1321,123,67,1703,9258,10592,39402,35891,31178,195,7235,2321,22159,236,62.4,0.5837923728813559
14628,"Sächsische Schweiz-Osterzgebirge, Landkreis",1421,7152,6897,34266,24322,20329,57,5075,1924,166,1426,3698,6022,13880,11087,49,1993,233,0,0,0,0,0,0,0,191,7,87,125,503,156,107,0,36,5,0,0,0,51,279,591,31,358,0,0,0,0,4,82,4,71,1,0,0,0,13,52,1,0,0,142752,101443,38554,191,1026,1310,162,66,1594,8665,10720,40855,38693,32197,141,7533,2354,21770,242,59.8,0.5898842975206612
14713,"Leipzig, kreisfreie Stadt",2059,10525,11143,52091,38826,37053,246,11183,2497,140,1511,4395,8041,18680,19394,151,5153,571,0,0,0,0,0,0,0,743,23,292,237,924,386,301,0,54,18,0,0,1,128,613,1234,56,921,1,0,0,0,18,193,3,162,0,0,0,0,27,77,0,0,3,230074,165623,58036,743,2235,2954,376,107,2222,12328,15776,61211,58600,58175,456,17473,3833,19963,583,91.4,0.39463807890222985
14729,"Leipzig, Landkreis",1497,7192,6906,35231,25233,22555,77,5181,2285,122,1244,3742,6794,15320,13817,77,2323,236,0,0,0,0,0,0,0,250,10,123,168,671,282,173,0,24,8,0,0,0,43,187,423,27,369,0,0,0,0,6,115,5,79,0,0,0,0,6,57,0,0,2,152860,106157,43675,250,1459,1049,205,65,1629,8559,10816,42745,41085,37083,186,7976,2781,22645,256,56.1,0.597109375
14730,"Nordsachsen, Landkreis",1321,5823,5254,26916,18754,16331,73,4196,2002,90,982,2929,5289,11646,9990,41,1820,218,0,0,0,0,0,0,0,101,5,57,110,400,195,82,0,18,1,0,0,0,20,131,272,28,245,0,0,0,0,2,68,0,43,0,0,0,0,4,28,0,0,2,115487,80670,33005,101,868,696,113,34,1416,6862,8293,32629,30756,26743,142,6322,2324,21916,194,62.9,0.5952938144329897
15001,"Dessau-Roßlau, kreisfreie Stadt",327,2067,2069,9607,7725,7105,60,1801,341,35,243,784,1353,3662,3296,33,579,69,0,0,0,0,0,0,0,68,1,17,48,139,100,44,0,12,1,0,0,0,19,62,183,11,175,0,0,0,0,3,23,0,19,0,0,0,0,3,24,0,0,0,42108,31102,10054,68,362,450,45,27,363,2327,2901,11121,11576,10651,104,2586,479,20858,81,61.1,0.5198518518518519
15002,"Halle (Saale), kreisfreie Stadt",812,3991,4384,21564,17447,16733,71,4426,865,57,481,1590,3188,7463,7338,60,1489,134,0,0,0,0,0,0,0,97,5,78,103,347,152,94,0,33,2,0,0,0,56,188,433,30,325,0,0,0,0,12,79,1,43,0,0,0,0,16,37,0,0,5,94229,70293,21800,97,814,1032,135,58,874,4550,6077,25171,25299,24677,162,6316,1103,18832,235,94.3,0.4009744680851064
15003,"Magdeburg, kreisfreie Stadt",960,4670,5067,24934,19519,17957,91,4947,2208,91,638,1995,4178,10334,9229,78,2138,203,0,0,0,0,0,0,0,265,5,60,84,334,172,90,0,24,8,0,0,0,37,172,332,24,356,1,0,0,0,10,94,1,86,0,0,0,0,13,28,1,0,1,111435,80353,28884,265,777,922,191,43,1056,5368,7146,29496,30235,27703,194,7551,2686,19810,233,91.4,0.4782618025751073
15081,Altmarkkreis Salzwedel,529,2788,2078,11027,7478,5777,8,1287,791,72,727,1774,3234,6772,4954,11,641,126,0,0,0,0,0,0,0,57,2,35,47,214,69,28,0,10,3,0,0,0,14,39,128,7,81,0,0,0,0,1,25,2,15,0,0,0,0,2,15,1,0,0,50869,31763,18311,57,408,269,43,18,603,3550,3899,14491,14374,10913,28,2034,977,21108,82,60.3,0.6203536585365854
15082,"Anhalt-Bitterfeld, Landkreis",912,4525,4588,21822,16728,14791,43,3390,979,78,710,1882,3485,8712,7619,23,1184,98,0,0,0,0,0,0,0,83,4,39,52,242,86,49,0,10,6,0,0,0,21,91,261,14,202,0,0,0,0,7,35,0,26,0,0,0,0,9,33,0,0,0,92839,67778,23791,83,488,589,68,42,994,5274,6522,25579,25657,22755,80,4812,1166,20659,156,70.9,0.5951217948717948
15083,"Börde, Landkreis",880,4717,4319,23686,17810,15284,41,3455,1220,95,958,2722,5336,12431,9871,43,1374,172,0,0,0,0,0,0,0,125,5,66,102,413,158,42,0,11,6,0,1,0,15,70,175,8,164,0,0,0,0,4,60,1,39,0,0,0,0,10,22,0,0,1,105912,71412,33002,125,803,433,104,33,980,5742,7143,29460,30495,25432,93,5043,1524,21671,170,54.7,0.6230117647058824
15084,Burgenlandkreis,900,4644,4851,23927,17995,15801,24,3996,1158,64,742,2178,4147,10073,8321,33,1361,118,0,0,0,0,0,0,0,105,3,59,93,395,220,103,0,22,6,0,0,0,30,105,253,12,228,0,0,0,0,7,61,9,47,0,0,0,0,16,46,0,0,1,102154,73296,27037,105,901,628,124,63,967,5445,7122,28515,28446,24539,78,5654,1388,20571,176,69.9,0.5804204545454545
15085,"Harz, Landkreis",947,5205,4930,26781,20460,18978,62,4965,1501,114,1047,3261,5626,13766,11230,58,1785,204,0,0,0,0,0,0,0,102,6,81,99,489,221,140,0,44,8,0,0,0,31,122,318,14,256,0,0,0,0,5,85,1,45,0,0,0,0,9,46,0,0,0,123042,83829,37091,102,1088,741,136,55,1067,6333,8290,32936,34620,30751,135,7095,1815,20892,208,59.6,0.5915480769230769
15086,"Jerichower Land, Landkreis",665,2695,2623,12325,8519,7394,25,1719,1163,84,560,1522,2728,6183,4723,21,696,140,0,0,0,0,0,0,0,55,3,39,37,171,66,23,0,5,4,0,0,0,14,84,150,10,118,0,0,0,0,1,28,0,13,0,0,1,0,2,19,1,0,0,54629,37128,16657,55,348,376,42,23,752,3295,4182,15240,14872,12319,56,2551,1362,21673,88,56.2,0.6207840909090909
15087,"Mansfeld-Südharz, Landkreis",848,3657,3438,17408,13533,12919,41,3269,949,74,611,1717,3213,8472,7304,30,1101,109,0,0,0,0,0,0,0,71,4,35,53,197,74,37,0,11,2,0,0,1,23,105,230,11,167,0,0,0,0,0,37,1,15,0,0,0,0,5,26,0,0,0,79798,56062,22631,71,413,537,53,31,926,4303,5209,20846,22210,20527,83,4563,1131,19958,130,56.2,0.6138307692307692
15088,Saalekreis,964,4891,4953,24984,19909,19424,60,4741,1201,69,765,2315,4252,11441,10134,44,1898,154,0,0,0,0,0,0,0,121,3,71,104,440,170,77,0,9,10,0,0,0,40,194,436,17,320,0,0,0,0,5,74,5,59,0,0,0,0,5,44,0,0,1,114404,81127,31072,121,884,1007,143,50,1036,5727,7372,29721,31763,30145,126,7027,1487,21637,183,62.1,0.6251584699453552
15089,Salzlandkreis,937,5178,5148,24750,18736,16294,52,3731,978,81,721,2176,4180,10374,8906,29,1231,111,0,0,0,0,0,0,0,60,3,45,101,420,153,92,0,10,5,0,0,0,31,134,352,18,253,0,0,0,0,5,33,1,24,0,0,0,0,13,51,0,0,1,105418,75804,27809,60,829,788,63,65,1021,5944,7425,29394,29453,25677,100,5249,1155,19914,184,53.4,0.5729239130434782
15090,"Stendal, Landkreis",677,3651,3022,14351,9490,7346,30,1777,975,73,759,2180,3990,7836,5585,22,825,128,0,0,0,0,0,0,0,55,0,39,50,232,87,40,0,5,3,0,0,0,16,65,182,6,141,0,0,0,0,2,23,0,21,0,0,0,0,1,14,0,0,0,63699,41319,21398,55,456,410,46,15,750,4449,5252,18590,17494,13176,58,2769,1161,20050,108,45.4,0.5898055555555556
15091,"Wittenberg, Landkreis",861,4229,4105,17679,12875,11193,35,2448,961,69,647,1767,2940,7172,5958,22,913,117,0,0,0,0,0,0,0,68,10,47,63,249,115,60,0,27,2,0,0,0,18,123,294,10,186,0,0,0,0,1,38,0,25,0,1,0,0,5,24,2,0,1,75360,54386,19605,68,573,631,64,33,941,4923,5935,20891,20310,17545,67,3599,1149,21227,124,61.4,0.607741935483871
16051,"Erfurt, kreisfreie Stadt",729,3774,3832,20180,15840,16135,100,4921,938,56,618,1841,3815,9896,10106,68,2254,136,0,0,0,0,0,0,0,260,4,54,90,318,145,78,0,24,6,0,0,0,34,128,296,16,360,1,0,0,0,10,85,4,129,0,0,0,0,2,28,1,0,0,97312,66449,28790,260,719,835,228,31,789,4446,5763,24349,26047,26701,188,7688,1341,20415,211,67.5,0.46119431279620854
16052,"Gera, kreisfreie Stadt",337,1803,1897,9685,8108,7932,39,2368,601,28,313,919,1687,4395,4045,15,736,58,0,0,0,0,0,0,0,47,3,26,40,169,55,25,0,5,0,0,0,0,13,78,165,9,138,0,0,0,0,2,24,0,22,0,0,0,0,4,8,0,0,0,45799,32770,12196,47,323,403,48,12,368,2142,2856,11558,12646,12191,63,3269,706,20362,92,66.4,0.49781521739130435
16053,"Jena, kreisfreie Stadt",497,1629,1781,8926,7331,7358,43,2156,532,61,377,891,1695,4508,4858,27,1318,108,0,0,0,0,0,0,0,102,1,19,31,145,55,39,0,6,1,0,0,0,28,113,241,4,196,1,0,0,0,1,47,8,37,0,0,0,0,3,15,0,0,0,45189,30253,13843,102,297,583,93,18,559,2025,2703,10797,12023,12543,82,3713,744,20516,111,71.8,0.4071081081081081
16054,"Suhl, kreisfreie Stadt",115,506,581,3423,3755,3955,19,1172,217,14,128,363,676,2299,2205,11,438,27,0,0,0,0,0,0,0,15,1,12,15,69,23,11,0,1,1,0,0,0,9,44,140,6,78,0,0,0,0,0,10,0,11,0,0,0,0,0,8,0,0,1,20359,13743,6161,15,133,277,21,9,130,646,959,4177,6129,6321,36,1700,261,22736,36,50.1,0.5655277777777777
16055,"Weimar, kreisfreie Stadt",238,1099,1089,6028,4786,4869,27,1601,351,28,240,598,1102,3047,2943,23,667,68,0,0,0,0,0,0,0,1552,5,22,20,98,38,18,0,7,0,0,0,0,16,55,113,5,107,0,0,0,0,2,28,0,32,0,0,0,0,5,8,0,0,0,30935,20088,8716,1552,208,296,62,13,271,1361,1707,7249,7936,7971,55,2414,1971,20075,65,71.8,0.47592307692307695
16061,"Eichsfeld, Landkreis",504,2160,1943,12725,9652,8440,23,2019,996,50,498,1604,3133,7970,6466,17,863,116,0,0,0,0,0,0,0,63,1,22,52,272,144,50,0,12,5,0,0,0,3,35,94,6,101,0,0,0,0,5,46,4,20,1,0,0,0,2,11,0,0,0,60128,38462,20717,63,558,239,76,13,555,2680,3599,16135,17817,15096,50,3015,1181,21273,96,49.9,0.6263333333333333
16062,"Nordhausen, Landkreis",353,2060,2005,11124,8235,6744,36,1871,518,45,417,1110,1973,4981,4225,34,709,50,0,0,0,0,0,0,0,71,1,16,42,153,50,27,0,9,4,0,0,0,7,36,82,4,106,1,0,0,0,2,23,1,26,0,0,0,0,4,5,0,0,2,47162,32946,13544,71,302,236,52,11,399,2493,3157,13261,13309,11101,75,2721,646,19955,83,62.8,0.5682168674698795
16063,Wartburgkreis,547,2656,2677,15718,12790,11839,70,2845,858,68,675,1856,3276,8940,6843,26,945,106,0,0,0,0,0,0,0,91,1,50,64,287,124,43,0,12,6,0,0,1,14,63,171,8,159,0,0,0,0,4,33,0,30,0,0,0,0,4,21,0,0,0,73921,50000,22735,91,587,416,67,25,616,3381,4598,19299,21942,18929,104,3991,1061,21390,121,51.5,0.6109173553719008
16064,Unstrut-Hainich-Kreis,425,2311,2293,13006,9464,8300,50,2012,682,56,448,1379,2698,6547,5236,31,783,85,0,0,0,0,0,0,0,69,1,37,54,220,75,29,0,5,4,0,0,0,11,56,172,5,135,0,0,0,0,5,39,4,40,0,0,0,0,4,7,0,0,0,56778,38543,17263,69,425,379,88,11,482,2796,3726,15939,16154,13776,90,2975,840,19996,100,51.8,0.56778
16065,Kyffhäuserkreis,456,2220,2010,10134,7402,6329,18,1650,766,44,430,987,1956,4929,3935,15,517,69,0,0,0,0,0,0,0,33,0,26,31,142,48,14,0,3,1,0,0,0,10,33,67,9,62,0,0,0,0,5,14,1,7,0,0,0,0,0,16,0,0,1,44390,30985,12882,33,265,181,27,17,500,2676,3028,12242,12433,10359,43,2239,870,19528,75,47.2,0.5918666666666667
16066,"Schmalkalden-Meiningen, Landkreis",565,2622,2717,15279,12483,12054,44,3166,1044,72,702,1948,3378,9411,8063,36,1321,113,0,0,0,0,0,0,0,102,5,40,68,219,91,39,0,3,3,0,0,0,23,81,185,10,153,0,0,0,0,5,32,1,35,0,0,0,0,4,23,0,0,0,76140,49974,25044,102,468,452,73,27,642,3364,4733,18903,22094,20373,91,4678,1262,21629,122,48.7,0.6240983606557376
16067,"Gotha, Landkreis",528,2837,2820,16160,13213,12415,41,3327,945,75,626,1720,3142,8456,7240,31,1200,98,0,0,0,0,0,0,0,195,4,40,47,237,105,52,0,7,1,0,0,0,22,66,173,15,170,0,0,0,0,4,49,1,29,0,0,0,0,6,26,0,0,0,76123,52286,22588,195,493,446,83,32,607,3503,4587,19567,21870,19929,88,4733,1239,20603,134,56.8,0.5680820895522388
16068,"Sömmerda, Landkreis",323,1638,1576,8808,6939,5933,35,1592,496,37,332,1007,1953,4794,3713,26,594,45,0,0,0,0,0,0,0,43,0,34,33,142,46,17,0,2,1,0,0,0,10,27,55,0,74,0,0,0,0,0,23,0,19,0,0,0,0,2,9,0,0,1,40379,27340,12501,43,275,166,42,12,360,2004,2616,10915,11815,9741,61,2281,586,20486,69,45.6,0.5852028985507246
16069,"Hildburghausen, Landkreis",259,1287,1191,8015,6429,5839,12,1746,476,29,373,967,1911,5387,4195,15,640,54,0,0,0,0,0,0,0,30,2,19,11,115,43,29,0,6,1,0,0,0,2,30,84,6,78,0,0,0,0,0,12,2,8,0,0,0,0,2,15,0,0,0,39320,25254,13571,30,226,200,22,17,290,1679,2169,10045,11904,10159,35,2478,561,21539,63,50.8,0.6241269841269841
16070,Ilm-Kreis,501,2352,2012,11971,9772,9423,44,2544,811,49,473,1348,2421,6891,5937,43,1029,100,0,0,0,0,0,0,0,171,0,41,46,191,90,44,0,10,1,0,0,0,18,84,144,19,152,0,0,0,0,4,35,1,19,0,0,0,0,1,14,0,0,1,58807,39430,18291,171,423,417,59,16,550,2866,3406,14602,16855,15583,107,3754,1084,20366,103,51.1,0.5709417475728156
16071,"Weimarer Land, Landkreis",416,1852,1847,9955,7805,7894,14,1847,985,49,419,1142,2064,5509,4817,29,773,113,0,0,0,0,0,0,0,74,2,32,31,169,57,29,0,4,4,0,0,0,26,76,127,3,112,1,0,0,0,6,29,0,29,0,0,0,0,1,10,0,0,1,48353,32615,14915,74,328,345,64,12,467,2303,3020,12215,13463,12896,46,2765,1178,20988,79,64.5,0.6120632911392405
16072,"Sonneberg, Landkreis",223,1171,1098,6955,6547,6810,27,1884,349,19,243,680,1098,3593,3151,12,547,32,0,0,0,0,0,0,0,42,1,15,31,112,41,23,0,4,0,0,0,0,6,47,73,4,66,0,0,0,0,4,22,0,10,0,0,0,0,2,10,0,0,5,34957,25064,9375,42,227,196,36,17,243,1429,1809,8173,10242,10079,43,2511,428,21523,56,54.3,0.6242321428571429
16073,"Saalfeld-Rudolstadt, Landkreis",441,2337,2245,12637,10535,9897,34,2584,784,56,544,1335,2518,6566,5774,32,983,97,0,0,0,0,0,0,0,58,2,26,51,189,74,47,0,5,3,0,0,0,18,78,157,7,153,0,0,0,0,0,35,0,27,0,0,0,0,3,14,0,0,0,60346,41494,17905,58,397,413,62,17,499,2907,3631,15365,17267,15910,73,3752,942,21061,101,47.4,0.5974851485148515
16074,Saale-Holzland-Kreis,383,1888,1970,10647,8168,7798,29,1875,682,47,429,1224,2218,5511,4760,35,737,81,0,0,0,0,0,0,0,59,1,28,48,207,75,42,0,4,1,0,0,0,23,86,168,6,137,0,0,0,0,2,42,0,40,0,0,0,0,5,13,0,0,0,49469,33440,15042,59,406,420,84,18,431,2345,3242,13100,13855,12810,70,2793,823,21300,81,73.7,0.6107283950617284
16075,Saale-Orla-Kreis,383,1962,1938,10702,8462,7519,34,1820,757,48,403,1288,2439,6150,4998,32,821,65,0,0,0,0,0,0,0,48,4,27,39,174,61,29,0,7,3,0,1,0,7,32,74,2,82,0,0,0,0,3,23,0,16,0,0,0,0,2,16,0,0,0,50471,33577,16244,48,344,198,42,18,435,2393,3265,13324,14724,12643,68,2746,873,20725,78,71.7,0.6470641025641025
16076,"Greiz, Landkreis",473,2296,2271,13023,10153,9450,22,2519,978,55,574,1500,2685,6541,5702,28,963,88,0,0,0,0,0,0,0,47,2,32,40,248,78,25,0,5,5,0,0,0,19,92,167,4,142,1,0,0,0,3,25,1,21,0,0,0,0,1,17,0,0,0,60296,41185,18136,47,435,425,50,18,530,2902,3811,15976,16884,15369,55,3650,1119,21454,95,45.0,0.6346947368421053
16077,"Altenburger Land, Landkreis",469,2300,2338,12370,8991,8347,31,2497,577,31,330,1005,1938,4659,3945,18,756,59,0,0,0,0,0,0,0,56,1,26,39,214,70,39,0,4,3,0,0,0,10,49,93,10,91,1,0,0,0,2,20,1,11,0,1,0,0,3,13,1,0,0,51419,37920,12741,56,396,254,34,18,502,2656,3382,14535,13784,12445,60,3359,696,20952,90,47.8,0.5713222222222222
2000,"Hamburg, kreisfreie Stadt",8848,34275,29739,147995,109590,123843,1413,59272,14646,1774,8923,20993,33883,67459,79364,1012,33455,3195,0,0,0,0,0,0,0,3395,69,595,652,2320,966,715,0,214,91,0,2,2,452,1404,3153,172,7661,5,0,0,0,63,1050,26,1358,5,0,1,1,27,63,9,0,46,804196,529621,250058,3395,5622,12851,2502,147,10691,43796,51387,184677,179545,208134,2623,101960,21383,25340,1827,103.5,0.44017296113847837
3101,"Braunschweig, kreisfreie Stadt",1313,5889,4050,24150,19586,21657,301,8400,3718,203,1233,3040,5750,13175,15880,297,8702,900,0,0,0,0,0,0,0,798,15,123,128,573,242,209,11,67,31,0,0,1,24,169,437,13,930,5,0,0,0,9,255,64,94,353,0,0,0,7,6,4,0,3,142815,89064,49180,798,1399,1579,775,20,1531,7245,7219,30504,33187,38442,686,18193,5808,23306,244,76.9,0.5853073770491803
3102,"Salzgitter, kreisfreie Stadt",586,2959,2386,12334,8212,7942,26,1913,625,73,619,1732,3458,6441,4350,12,793,128,0,0,0,0,0,0,0,73,0,75,101,414,126,44,3,14,5,0,0,0,8,38,122,5,98,0,0,0,0,0,48,8,17,0,0,0,0,3,1,0,0,1,55793,36983,17606,73,782,271,73,5,659,3653,4219,16217,14818,12506,54,2835,832,20388,103,73.0,0.5416796116504854
3103,"Wolfsburg, kreisfreie Stadt",823,2685,1174,10322,9796,12668,31,43329,1440,166,647,1539,2811,6106,9000,18,33961,233,0,0,0,0,0,203,0,1851,3,31,29,212,113,106,1,169,4,0,1,0,7,24,104,0,258,9,0,0,0,0,282,314,17,10,0,0,0,3,3,6,0,1,140510,82268,54481,2054,668,403,623,13,992,3364,2742,13355,16042,22369,364,77734,3548,25296,122,33.8,1.15172131147541
3151,"Gifhorn, Landkreis",994,5110,2755,19180,15831,16797,15,4446,1394,201,1663,3768,6759,13885,10737,13,1593,301,0,0,0,0,0,0,0,176,6,113,112,528,166,92,0,22,7,0,0,0,28,123,303,5,189,0,0,0,0,5,118,1,28,0,0,1,0,2,7,0,0,1,107475,66522,38920,176,1046,648,152,11,1201,6887,6635,26497,30017,28047,34,6278,1879,24564,175,57.2,0.6141428571428571
3153,"Goslar, Landkreis",763,3766,3022,16312,12502,12840,50,3329,911,102,782,2215,4028,9209,7375,32,1229,259,0,0,0,0,0,0,0,112,6,65,92,368,159,51,0,17,3,0,0,0,21,68,216,6,211,0,0,0,0,5,59,0,38,0,0,0,0,4,9,0,0,2,80238,53495,25231,112,761,522,102,15,871,4613,5329,20733,21952,20541,88,4824,1287,21889,133,63.1,0.6032932330827068
