landkreis,benzin,diesel,elektro,gas,hybrid,pih,sonstigeantriebe
"Weimar, kreisfreie Stadt",64.93615645708745,28.175206077258768,5.016971068369161,0.6723775658639082,0.9568449975755616,0.20042023597866493,0.04202359786649426
"Eichsfeld, Landkreis",63.96687067589143,34.45482969664715,0.10477647684938797,0.9280202235231506,0.39748536455561473,0.12639701969132516,0.0216205428419372
"Nordhausen, Landkreis",69.85708833382807,28.71803570671303,0.15054493024044782,0.6403460413044401,0.500402866714728,0.11025825876765191,0.023323862431618676
Wartburgkreis,67.63977760041125,30.755806874906995,0.12310439523274846,0.794090989028828,0.5627629496354216,0.09063730198455108,0.03381988880020562
Unstrut-Hainich-Kreis,67.88368734368946,30.4043819789355,0.12152594314699355,0.7485293599633661,0.667512064532037,0.15498960865123815,0.01937370108140477
Kyffhäuserkreis,69.80175715251183,29.020049560711875,0.07434106780806488,0.5969813020950665,0.4077494931290831,0.06082451002478036,0.038296913719306144
"Schmalkalden-Meiningen, Landkreis",65.63435776201733,32.89204097714736,0.13396375098502758,0.6146572104018913,0.5936432886787497,0.09587601786183346,0.03546099290780142
"Gotha, Landkreis",68.68620522049841,29.673029176464404,0.2561643655662546,0.6476360626880181,0.5858938822694849,0.10903406329230325,0.042037229221128965
"Sömmerda, Landkreis",67.70846231952252,30.959161940612695,0.106490997795884,0.6810470789271651,0.4111047821887615,0.10401446296342158,0.029718417989549023
"Hildburghausen, Landkreis",64.22685656154628,34.51424211597151,0.0762970498474059,0.5747711088504578,0.508646998982706,0.05595116988809766,0.04323499491353001
Ilm-Kreis,67.04984100532249,31.103440066658735,0.29078170966041456,0.719302123896815,0.7090992568911865,0.10032819222201439,0.02720764534834289
"Weimarer Land, Landkreis",67.45186441379025,30.84606953032904,0.15304117634893388,0.6783446735466259,0.7135027816267864,0.13235993630178064,0.02481748805658387
"Sonneberg, Landkreis",71.69951654890295,26.818662928741027,0.12014760992075978,0.649369225047916,0.560688846296879,0.10298366564636552,0.048631175444117054
"Saalfeld-Rudolstadt, Landkreis",68.76014980280382,29.67056640042422,0.0961124183872999,0.6578729327544494,0.6843867033440494,0.10274086103469988,0.028170881251449974
Saale-Holzland-Kreis,67.59788958741838,30.406921506397943,0.11926661141320827,0.8207160039620772,0.8490165558228386,0.1698033111645677,0.03638642382097879
Saale-Orla-Kreis,66.52731271423194,32.18481900497315,0.09510411919716273,0.6815795209129996,0.39230449168829623,0.08321610429751738,0.03566404469893602
"Greiz, Landkreis",68.30469682897706,30.078280482950774,0.07794878598912035,0.7214408916014329,0.7048560435186414,0.08292424041395781,0.029852726549024808
"Altenburger Land, Landkreis",73.74705848032829,24.77877827262296,0.10890915809331182,0.7701433322312764,0.49398082420895,0.06612341741379646,0.03500651510142165
"Hamburg, kreisfreie Stadt",65.85720396520252,31.094161124899898,0.4221607667782481,0.6990833080492814,1.5979935239667942,0.3111181851190506,0.018279125984212802
"Braunschweig, kreisfreie Stadt",62.36319714315724,34.43615866680671,0.5587648356265098,0.9795889787487309,1.1056261597171166,0.5426600847249938,0.014004131218709519
"Salzgitter, kreisfreie Stadt",66.28609323750291,31.555929955370743,0.13084078647859052,1.401609520907641,0.4857240155575072,0.13084078647859052,0.008961697704013049
"Wolfsburg, kreisfreie Stadt",58.54956942566365,38.77375275781083,1.461817664223187,0.47541100277560316,0.2868123265248025,0.4433848124688634,0.009252010533058146
"Gifhorn, Landkreis",61.89532449406839,36.21307280762968,0.16375901372412188,0.973249592928588,0.6029309141660851,0.141428239125378,0.010234938357757618
"Goslar, Landkreis",66.67040554350805,31.445200528427925,0.13958473541214886,0.9484284254343328,0.6505645704030509,0.12712181260749272,0.018694384206984223
"Helmstedt, Landkreis",64.57581146377827,33.52912647518457,0.2514774299006664,1.0166873237412657,0.42571536347469957,0.19040433978193316,0.01077760413859999
"Northeim, Landkreis",66.89206196654538,31.470675728244206,0.1796297567561383,0.9564998512619849,0.3890071165419556,0.0880986705109723,0.02402691013935608
"Peine, Landkreis",67.37603821338182,30.48158842191566,0.19962214379923715,1.3379436542734586,0.4218206014805309,0.1699164676386364,0.013070497510664338
"Wolfenbüttel, Landkreis",67.42326852000643,30.569393111575337,0.21827628689270984,1.1436070491188601,0.5048476083346725,0.11918153088006857,0.021425893191922438
"Göttingen, Landkreis",66.68939336089626,31.280476496961896,0.21054009534302764,0.9561574796277913,0.7041638940099707,0.1450872159617755,0.014181457199271292
"Region Hannover, Landkreis",67.62088472088267,29.93132366118761,0.2623244614995246,1.1002578782841859,0.8709377329967918,0.19135663130245636,0.02291491384676421
"Diepholz, Landkreis",64.75900399228584,33.03278513531785,0.2113563097330648,1.1001914304623508,0.7457960020210502,0.12809473317155443,0.02277239700827634
"Hameln-Pyrmont, Landkreis",69.3267402054013,28.565994674781287,0.21518230723251644,1.081345432809868,0.6368526870618921,0.15540944411237298,0.018475248600771613
"Hildesheim, Landkreis",69.06207470839367,28.95929007761669,0.20880070097378184,0.9563817821388401,0.6618236504079692,0.1367147446852143,0.01491433578384156
"Holzminden, Landkreis",68.44804137961786,29.725993801975342,0.14045883218513813,1.199473836755624,0.36340935946313513,0.10032773727509867,0.0222950527277997
"Nienburg (Weser), Landkreis",63.239177713338854,34.04101077050539,0.3106876553438277,1.3411350455675228,0.9191176470588236,0.12945318972659486,0.01941797845898923
"Schaumburg, Landkreis",68.66006705103989,29.05149480304993,0.21756974593787393,1.2381696450646282,0.6912784200480632,0.12164126704708408,0.019779067812533996
"Celle, Landkreis",64.22454370138831,33.866176779724526,0.18462157147688119,1.019988484000987,0.5237037646349154,0.15994443073492182,0.02102126803944687
"Cuxhaven, Landkreis",63.05728925567067,34.54594793046754,0.1612208086580363,1.4046961546442767,0.7063386913978323,0.10615033441345954,0.018356824748192252
"Harburg, Landkreis",63.48311221969176,34.07981780717926,0.26027545819325454,0.9200014459747676,1.0573690489100964,0.17652941956162865,0.022894600489221463
"Lüchow-Dannenberg, Landkreis",59.576815733108326,37.47322645550724,0.16550918413708054,2.2457324592717596,0.4121503212825339,0.11683001233205685,0.009735834361004739
"Lüneburg, Landkreis",63.03937432578209,34.8137232239174,0.30339805825242716,0.8909308059793496,0.7599398982894129,0.1810756665125597,0.01155802126675913
"Osterholz, Landkreis",66.51973856931643,31.198960909756668,0.2777355570601484,1.3596606375481892,0.4753285155656271,0.14923104558455735,0.019344765168368545
"Rotenburg (Wümme), Landkreis",57.011314449253845,40.94266338402468,0.18309320866404175,1.084338420243354,0.6434926362755642,0.11998826781381376,0.015109633724702474
Heidekreis,61.3601693950502,36.67493909519364,0.16393069374558866,1.2169577195419048,0.43373329386853665,0.1377473190501127,0.012522483550010247
"Stade, Landkreis",64.26376573312156,33.63795263901415,0.2362462388162148,0.8316506109678913,0.8731533285977668,0.1396726074082351,0.017558842074178127
"Uelzen, Landkreis",64.9453402327676,33.330978577609805,0.18543701322784029,0.8371156597142503,0.5386503717570599,0.14834961058227222,0.014128534341168784
"Verden, Landkreis",64.64158058508485,33.37921780471723,0.18623697208758921,1.0526437552776782,0.5934134576455482,0.1272426517368622,0.01966477345024234
"Delmenhorst, kreisfreie Stadt",69.57096644707327,27.704186441878587,0.1652853533564733,1.303393072182475,1.1168567448230267,0.1204221860168591,0.018889754669311233
"Emden, kreisfreie Stadt",67.74062487303458,30.101978629179705,0.14626416934140496,1.4504530126355992,0.3819119977247796,0.15438995652703857,0.024377361556900824
"Oldenburg (Oldenburg), kreisfreie Stadt",62.76271874436225,34.17034999097962,0.29767274039328884,1.5560165975103735,0.993370016236695,0.1961933970773949,0.02367851344037525
"Osnabrück, kreisfreie Stadt",64.5570660468174,32.391819868047236,0.35570895259561874,1.1316944894461272,1.2432203986757766,0.3075767180859806,0.012913526331854148
"Wilhelmshaven, kreisfreie Stadt",70.85602534904446,26.826913555797603,0.1039706901673433,1.4432121992276463,0.6510545598574116,0.09406871967521536,0.024754926230319833
"Ammerland, Landkreis",61.52690863579474,36.20525657071339,0.19148936170212766,1.4080100125156445,0.5193992490613266,0.11639549436795996,0.03254067584480601
"Aurich, Landkreis",63.34461630746818,33.96289472556665,0.2065212734050302,1.8818286987445907,0.4661725009640516,0.12596940742962423,0.011997086421868976
"Cloppenburg, Landkreis",50.03676616717676,48.025557454588814,0.13514050637942684,1.3464366628244366,0.3388449461425335,0.10433642036646926,0.012917842521562861
"Emsland, Landkreis",52.685381224001794,45.10374374174907,0.14347273768899294,1.4466834383640124,0.49069668966547936,0.12304779933743494,0.006974369193214936
"Friesland, Landkreis",63.70330924305819,33.63103841764929,0.18866489159376187,1.7786230505895777,0.5888170406998859,0.0791175351844808,0.030429821224800303
"Grafschaft Bentheim, Landkreis",50.27203868994702,46.15056363571708,0.43146877185496013,2.370707537664616,0.5997890070291478,0.1623934663300262,0.013038891457155389
