landkreis,euro1,euro2,euro3,euro4,euro5,euro6,euro6dt,euro6d,sonstigeemissionsgruppen
"Wesermarsch, Landkreis",1.0790895999700771,6.422172766546352,8.72248508537338,28.57249724149539,26.936096201679415,22.01193170129603,4.510856352041293,0.08976828561276205,1.6551027659853006
"Wittmund, Landkreis",1.2445481567908436,7.2117120871183715,8.4118120954524,29.23021362891352,26.61888490707559,20.935077923160264,4.3086923910325865,0.06945023196377477,1.9696085784926523
"Bremen, kreisfreie Stadt",1.334296171078761,6.170914641151466,7.679998687039438,26.834041784969887,23.587336495380022,24.193760154929347,7.340680441811228,0.23715350150169864,2.6218181221381562
"Bremerhaven, kreisfreie Stadt",0.720146390413789,5.837908033764241,7.884225645868996,29.006552151584913,25.559294020423824,23.72547862188379,6.085827282923086,0.09247781516242645,1.0880900379749325
"Düsseldorf, kreisfreie Stadt",1.4171489660921497,5.260378054872365,6.052950590690853,21.279506702344626,20.820062807634915,30.892511128151117,11.234739558310238,0.270766450414104,2.7719357414896293
"Duisburg, kreisfreie Stadt",1.0945957556491108,6.411203711659078,8.721539651172781,30.027923361113494,22.890282670332503,22.62694389552367,6.149583297534153,0.17441360941661654,1.903514047598591
"Essen, kreisfreie Stadt",1.0988107915615166,5.816266782631325,6.959933982324521,25.928031146098345,22.793561222148792,26.889875805960084,8.5257992829823,0.256126666278596,1.7315943200145185
"Krefeld, kreisfreie Stadt",1.1848281748123604,6.121612236530528,7.503911773811615,27.799951468902446,23.534235342353423,24.673879391855145,7.032825430295119,0.15061375103546953,1.9981424304038957
"Mönchengladbach, kreisfreie Stadt",1.2195910740594345,6.217255381077293,8.031909159509864,27.862301915268244,23.958460598656078,23.81760034496389,6.67289518128571,0.14732832656581266,2.0726580186136765
"Mülheim an der Ruhr, kreisfreie Stadt",1.2829877099939662,6.185228704203585,7.101950945832937,26.113881037822733,23.963923909936806,25.58036139604306,7.5010321064498715,0.18419130490012386,2.08644288481692
"Oberhausen, kreisfreie Stadt",1.1840881448093297,6.240609572869714,7.65722257995278,28.51738570508693,23.799813980110184,24.2729126421979,6.571510338413107,0.1457752021177649,1.6106818344422982
"Remscheid, kreisfreie Stadt",0.9855939288700238,5.161103607949064,6.236735481381439,25.178468068686087,24.742748729821855,27.80564666538041,7.735224130169143,0.1639976847385684,1.9904817030034085
"Solingen, kreisfreie Stadt",1.168417202278309,6.104405079166013,6.957203323404923,25.90270157286931,22.541673198515962,23.249203114385743,11.688352406333282,0.1849819720959398,2.203062130950515
"Wuppertal, kreisfreie Stadt",1.1068840267855606,5.907971975004734,7.02288937471668,26.813103578867636,23.650249895279245,25.53522347122044,7.697118888181187,0.1801770784917916,2.0863817114527206
"Kleve, Landkreis",1.061925907588206,6.087378089977462,8.595978194158633,28.119117245078474,26.773529730315175,22.29734956909223,5.0667120525238145,0.09644494643953108,1.9015642648264763
"Mettmann, Landkreis",1.0610865364546513,5.5797935728857375,6.459431618493607,25.16747796696897,24.377722568960525,27.402761787419124,7.9100096278791066,0.16024022568287247,1.8814760952554082
Rhein-Kreis Neuss,1.360163015792155,5.197219998544502,6.526089804235499,25.048031438759917,24.35812531839022,26.451495524343205,7.512553671494068,0.13463357834218762,3.411687650098246
"Viersen, Landkreis",1.1719101183015765,6.1229130639420815,7.590973753655608,27.40133161989074,25.568899959279296,23.93848529559529,5.658062434886537,0.12110443009524414,2.4263193243536247
"Wesel, Landkreis",1.0190967445327166,5.822713388618577,7.4708219993939755,27.839521867392037,25.600365007993258,24.21695685034324,6.294298143265638,0.14697840949856678,1.5892475889619913
"Bonn, kreisfreie Stadt",1.5908792632197615,5.408304754948673,6.2157273365325905,22.49542080125992,20.755610588362845,30.647821100263055,9.852267345320087,0.23167036616471423,2.8022984439283536
"Köln, kreisfreie Stadt",1.2805258203718721,5.425069374549219,6.788518664911759,24.553700587187816,21.074174738291898,26.039803265595523,12.0886934765512,0.28524043731433907,2.464273635226379
"Leverkusen, kreisfreie Stadt",1.1632879055335665,5.681581457563564,6.899689716798053,26.309384148146524,23.173659916453783,25.55944170951791,9.207626607606873,0.33659697172366154,1.668731566656068
"Städteregion Aachen, Landkreis",1.093354903613475,5.544264390005166,7.061434514260856,25.52271676772071,24.772968269936648,25.989355338644337,7.716699747138313,0.22431278718834116,2.0748932814921557
"Düren, Landkreis",1.1848501839198022,5.836141935563374,7.536706942125336,26.926228750639254,25.39572024473349,24.331634822149244,6.6494556343538775,0.1583497125675451,1.9809117739480835
Rhein-Erft-Kreis,1.1760346860760484,5.4398284222039335,7.271036627726772,26.42853834671113,24.747318206270997,25.540010474225923,7.549636786621493,0.1008233311601096,1.7467731190035947
"Euskirchen, Landkreis",1.043719660426844,5.529950383055085,7.418768548838564,26.055414535387538,25.384397119609815,22.49097002277625,9.566024279327296,0.5122738671308829,1.9984815834477259
"Heinsberg, Landkreis",1.0885003504288877,5.992023866378053,8.035055293336889,27.18583895156639,25.677444163963504,24.158505498322285,5.967214741581954,0.15629748621543005,1.7391196482066102
Oberbergischer Kreis,1.0924748128552935,5.4376090504868575,7.0360781223616815,27.310744638937358,26.20701300163224,24.38453312320594,6.403444588281645,0.10919119716328023,2.018911465075702
Rheinisch-Bergischer Kreis,1.3259252700548962,5.754161501682309,6.735877457056845,25.289976978926866,24.980631308659465,25.791902780237297,7.446431733663893,0.11123162741278556,2.563861342305649
Rhein-Sieg-Kreis,1.210739490808458,5.92785681405275,7.377747997308863,26.929896957761674,25.602850208781064,24.416080363684898,6.575037248284672,0.0996919355761295,1.8600989837414983
"Bottrop, kreisfreie Stadt",1.2545921849361814,5.970929472751826,7.2473027720098155,27.114583182075595,23.84305981093993,24.008596279785674,6.695514542523997,0.08567238299911423,3.7797493719778705
"Gelsenkirchen, kreisfreie Stadt",1.4573918132457653,6.689534089800696,8.241213382319472,28.84790454205547,22.3510095262867,22.727346620281562,6.809019085086322,0.13574145722924863,2.740839483694769
"Münster, kreisfreie Stadt",1.2441289061439469,5.996660603263377,6.889202617218255,24.85271359921809,24.630765889284064,25.80430592132055,7.8835555072896595,0.2619933212065268,2.436673635055521
"Borken, Landkreis",0.8281555121604828,5.031954553523877,7.27010473992544,27.475590271613704,28.173708503461743,23.723149298775077,5.331084679566838,0.23877152494230428,1.9274809160305342
"Coesfeld, Landkreis",0.9778278253308721,5.49707435625147,7.511171611634156,27.334278851978816,28.019898653704985,23.13147222954722,5.450035991476078,0.1596453592376934,1.9185951208387082
"Recklinghausen, Landkreis",1.0603076385542847,6.137837175293114,7.414263856837336,28.066453083570725,25.14306967937176,23.881858680124093,6.461874853830831,0.12933329952070602,1.7050017328971503
"Steinfurt, Landkreis",0.8821756680243283,5.544738908878377,7.404796259429052,28.605504922284524,27.50269401472119,22.912458219941186,5.126481708096656,0.1117787802962503,1.9093715183284323
"Warendorf, Landkreis",1.1890137907057596,6.245799049716074,7.55475721404566,28.508517788851545,26.573762892571562,22.12597056437594,5.57886197705412,0.15181365163981922,2.0715030710395177
"Bielefeld, kreisfreie Stadt",1.093042010176198,6.135307461578181,7.083886913084594,26.646089938095763,24.184424731525908,25.18986093303087,7.255037333998596,0.1543254642817774,2.2580252142281116
"Gütersloh, Landkreis",1.1357785515441876,6.4472777094187155,7.369688719009345,27.86562644535784,25.8720143815832,23.281933136110165,5.82331945789809,0.08813955720780864,2.116222041870653
"Herford, Landkreis",1.1276644228341268,6.278214705828011,7.40033626694422,27.271495525678844,25.473760708500905,24.47974084042101,6.17967494195392,0.12379057836682658,1.6653220094721348
"Höxter, Landkreis",0.9684064396229373,6.046662636304606,7.128143122634961,27.680750542979332,27.506101520342135,23.151071404581177,5.52607420344372,0.08732451131860011,1.9054656187725307
"Lippe, Landkreis",1.1827211827211828,7.162393162393163,7.839223839223839,27.562023562023562,25.775929775929775,23.229845229845232,5.253869253869254,0.05867405867405868,1.9353199353199353
"Minden-Lübbecke, Landkreis",1.2590025852310642,7.015219744640465,7.919803463122148,28.61351537050859,24.849359623930443,22.349149543012214,5.685531109276679,0.10627622922052564,2.2021423310578685
"Paderborn, Landkreis",0.8645627876397107,5.625684856454087,7.053473591935131,27.488494411571335,27.000328731097962,24.015998246767477,5.962086346701731,0.0975235590620206,1.8918474687705455
"Bochum, kreisfreie Stadt",1.0647663169905228,5.685802951837152,6.434336131726101,25.13192774343312,21.66024856022938,23.763223512400963,14.22458946250203,0.3241020798599328,1.7110032410207987
"Dortmund, kreisfreie Stadt",1.1601469931655046,5.939485523920734,7.229797025792492,27.104097262767457,23.540886767180684,25.151629632173645,7.748394408764639,0.134285812411993,1.9912765738228526
"Hagen, kreisfreie Stadt",1.3232016210739614,6.176291793313069,7.433637284701114,28.16818642350557,24.07193515704154,24.149949341438703,6.556231003039514,0.160081053698075,1.9604863221884496
"Hamm, kreisfreie Stadt",1.0091366389487733,6.511651781131301,8.237347294938917,28.78759880915717,24.601170311056357,22.632173288163433,6.047633713171132,0.11189816240632379,2.0613900010265884
"Herne, kreisfreie Stadt",1.3699159252726312,6.710528009888114,8.142244653594098,29.561343650619936,22.689876269811638,22.867553335307523,6.213547232486578,0.08240095791113572,2.362589965108344
Ennepe-Ruhr-Kreis,1.1397415713948003,6.201682954676914,6.954636675938174,26.367966521977497,24.908835763541347,25.55817661467581,6.886232062650579,0.0910384926842272,1.891689342460655
Hochsauerlandkreis,0.8913094331248014,5.055152020441336,6.164190473905507,24.350261814648423,27.673778348258466,27.427858518123095,6.781989071562671,0.1403542445162877,1.5151060754194134
Märkischer Kreis,1.0117690748693313,5.436530355047585,6.94331959813686,26.319033189660278,25.86668036235634,25.93700246127346,6.645043279696273,0.12049573129056855,1.7201259476692967
"Olpe, Landkreis",0.9452958943953463,4.274527352052802,5.592348137375545,25.46705448036693,28.484170488868997,27.17977402394004,6.22217250251706,0.14095536413469067,1.6937017563485848
"Siegen-Wittgenstein, Landkreis",0.9299921033046818,4.5204319890014375,5.5345040136800305,24.337160484709386,27.0282860762514,27.907716605216365,7.708083602711009,0.18861171551444983,1.845213409611244
"Soest, Landkreis",1.1300296573628084,6.326904065793071,7.296552594493407,27.215888774372672,26.42818080474518,23.84735923269461,5.802115979218812,0.14145089708264097,1.811517994236796
"Unna, Landkreis",1.1242801101744428,5.865954427844086,7.019864785911026,26.70812119188715,24.979968283114932,25.196143894499624,7.310324680744512,0.11685168182956347,1.6784909439946583
